 Mortalidade - Brasil
Óbitos p/Ocorrênc por Município e Ano do Óbito
Causa - CID-BR-10: . 104 Acidentes de transporte
Período:2010-2019
"Município";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"Total"
"261010 Palmeirina";-;3;1;1;1;-;3;-;2;1;12
"261020 Panelas";1;7;10;5;5;8;6;4;5;9;60
"261030 Paranatama";10;4;5;3;3;5;4;2;6;5;47
"261040 Parnamirim";6;3;21;10;7;6;5;6;4;3;71
"261050 Passira";4;6;6;5;6;4;10;6;1;5;53
"261060 Paudalho";17;17;11;8;12;9;9;12;15;5;115
"261070 Paulista";23;24;30;43;32;37;36;33;25;37;320
"261080 Pedra";1;2;4;7;2;11;4;3;2;1;37
"261090 Pesqueira";18;13;24;17;26;21;14;11;15;13;172
"261100 Petrolândia";6;6;6;4;6;10;6;4;5;8;61
"261110 Petrolina";91;143;151;162;145;162;205;164;153;151;1527
"261120 Poção";-;2;3;2;3;-;-;-;-;2;12
"261130 Pombos";-;7;7;2;5;7;6;7;13;5;59
"261140 Primavera";-;1;1;3;1;1;2;1;1;-;11
"261150 Quipapá";2;4;9;3;2;5;8;3;3;1;40
"261153 Quixaba";-;-;1;4;1;-;2;3;-;-;11
"261160 Recife";680;607;538;451;560;528;496;471;473;414;5218
"261170 Riacho das Almas";1;3;1;3;1;-;-;-;-;1;10
"261180 Ribeirão";6;5;10;7;4;4;1;4;8;7;56
"261190 Rio Formoso";-;3;3;2;6;1;6;1;4;7;33
"261200 Sairé";-;2;3;1;-;2;4;-;1;1;14
"261210 Salgadinho";-;1;-;-;-;-;3;-;-;-;4
"261220 Salgueiro";20;27;22;27;13;25;18;28;14;13;207
"261230 Saloá";2;6;5;2;6;8;2;3;7;6;47
"261240 Sanharó";6;9;6;12;7;9;11;10;6;7;83
"261245 Santa Cruz";3;2;4;6;5;4;1;7;2;1;35
"261247 Santa Cruz da Baixa Verde";-;6;4;2;4;4;3;2;2;-;27
"261250 Santa Cruz do Capibaribe";12;10;13;9;14;16;9;13;13;7;116
"261255 Santa Filomena";1;3;1;3;5;1;4;-;2;1;21
"261260 Santa Maria da Boa Vista";13;11;11;10;11;7;15;7;8;9;102
"261270 Santa Maria do Cambucá";2;1;5;2;-;-;-;2;1;-;13
"261280 Santa Terezinha";4;3;1;-;2;2;2;-;1;-;15
"261290 São Benedito do Sul";2;4;2;2;4;-;-;2;-;-;16
"261300 São Bento do Una";4;13;10;5;12;7;6;10;3;6;76
"261310 São Caitano";10;7;8;4;2;9;5;6;5;8;64
"261320 São João";3;4;6;7;5;7;3;1;8;6;50
"261330 São Joaquim do Monte";2;1;1;3;2;4;3;4;5;1;26
"261340 São José da Coroa Grande";1;2;3;3;1;1;3;-;2;1;17
"261350 São José do Belmonte";6;8;11;11;8;7;11;11;5;9;87
"261360 São José do Egito";6;4;6;7;13;5;10;10;7;6;74
"261370 São Lourenço da Mata";6;15;9;16;9;13;10;13;5;5;101
"261380 São Vicente Ferrer";4;2;6;1;6;6;3;5;2;1;36
"261390 Serra Talhada";33;34;27;27;41;41;35;28;21;26;313
"261400 Serrita";2;-;1;7;2;1;4;1;-;1;19
"261410 Sertânia";10;8;9;9;17;7;15;8;18;11;112
"261420 Sirinhaém";3;15;6;6;9;4;12;3;8;5;71
"261440 Solidão";1;-;-;-;-;1;-;-;-;-;2
"261450 Surubim";13;13;14;8;9;6;4;8;8;9;92
"261460 Tabira";5;4;8;2;1;7;4;1;5;1;38
"261470 Tacaimbó";6;1;8;2;6;5;10;3;2;6;49
"261480 Tacaratu";1;1;3;1;1;3;1;3;2;6;22
"261485 Tamandaré";5;4;3;4;6;1;1;1;4;3;32
"261500 Taquaritinga do Norte";16;6;7;13;-;4;11;9;8;17;91
"261510 Terezinha";4;2;-;6;13;1;1;6;1;3;37
"261520 Terra Nova";1;1;1;-;1;3;1;2;-;-;10
"261530 Timbaúba";5;6;2;6;7;6;5;1;4;4;46
"261540 Toritama";2;2;3;2;-;3;4;1;4;4;25
"261550 Tracunhaém";1;5;2;2;2;1;3;1;1;1;19
"261560 Trindade";18;14;17;13;15;5;8;7;7;10;114
"261570 Triunfo";2;1;3;2;3;-;-;4;5;4;24
"261580 Tupanatinga";3;6;4;1;3;3;4;3;1;1;29
"261590 Tuparetama";2;2;6;1;3;1;1;6;1;1;24
"261600 Venturosa";3;2;6;5;8;2;1;2;2;4;35
"261610 Verdejante";3;2;3;5;-;2;2;2;-;1;20
"261618 Vertente do Lério";-;2;-;-;-;-;-;-;-;-;2
"261620 Vertentes";8;8;6;14;8;12;11;11;7;5;90
"261630 Vicência";5;2;3;4;4;3;3;4;1;2;31
"261640 Vitória de Santo Antão";16;17;36;29;20;20;13;12;17;16;196
"261650 Xexéu";2;2;3;3;5;1;-;2;3;1;22
"270010 Água Branca";10;5;9;5;4;5;5;5;6;6;60
"270020 Anadia";2;2;6;3;4;5;1;4;4;3;34
"270030 Arapiraca";183;178;197;196;195;176;172;122;141;156;1716
"270040 Atalaia";11;10;10;9;9;8;7;8;12;6;90
"270050 Barra de Santo Antônio";4;4;3;2;4;3;1;1;1;2;25
"270060 Barra de São Miguel";2;2;1;2;2;4;1;1;1;1;17
"270070 Batalha";1;4;-;-;5;5;3;2;2;1;23
"270080 Belém";1;-;4;-;-;2;-;1;2;-;10
"270090 Belo Monte";-;-;1;1;-;-;-;-;1;1;4
"270100 Boca da Mata";4;3;8;4;2;5;-;1;4;4;35
"270110 Branquinha";1;2;10;2;-;6;4;1;2;2;30
"270120 Cacimbinhas";2;5;4;6;3;2;5;1;3;2;33
"270130 Cajueiro";1;1;2;3;3;4;1;1;2;-;18
"270135 Campestre";1;5;2;-;-;-;-;1;-;-;9
"270140 Campo Alegre";11;12;6;6;4;10;13;3;7;2;74
"270150 Campo Grande";-;-;2;1;1;1;3;1;-;-;9
"270160 Canapi";1;2;2;3;-;1;3;2;2;4;20
"270170 Capela";3;1;3;4;2;3;1;3;-;1;21
"270180 Carneiros";2;1;2;1;2;2;-;-;-;1;11
"270190 Chã Preta";1;1;1;-;-;1;2;1;-;-;7
"270200 Coité do Nóia";-;1;1;-;4;2;4;3;5;2;22
"270210 Colônia Leopoldina";2;4;2;4;2;3;7;2;3;1;30
"270220 Coqueiro Seco";-;-;-;-;-;-;-;-;-;1;1
"270230 Coruripe";19;13;13;20;13;11;18;10;13;10;140
"270235 Craíbas";9;5;4;2;6;4;3;4;3;2;42
"270240 Delmiro Gouveia";9;11;11;9;15;8;8;8;8;9;96
"270250 Dois Riachos";3;1;2;2;3;1;2;1;1;1;17
"270255 Estrela de Alagoas";4;6;6;3;2;1;1;2;4;-;29
"270260 Feira Grande";4;16;1;3;2;3;1;2;3;3;38
"270270 Feliz Deserto";2;-;-;-;3;1;-;1;-;1;8
"270280 Flexeiras";1;2;5;2;2;3;3;6;8;1;33
"270290 Girau do Ponciano";8;8;4;5;5;7;8;4;6;8;63
"270300 Ibateguara";3;-;1;-;3;-;5;1;5;1;19
"270310 Igaci";4;5;8;9;5;4;8;3;6;2;54
"270320 Igreja Nova";4;3;2;3;6;2;2;7;3;6;38
"270330 Inhapi";1;3;5;5;6;4;6;-;8;3;41
"270340 Jacaré dos Homens";1;1;3;1;2;1;1;-;2;-;12
"270350 Jacuípe";-;2;-;-;-;-;1;-;1;1;5
"270360 Japaratinga";-;1;-;2;-;2;3;3;1;1;13
"270370 Jaramataia";-;-;5;4;2;3;-;1;-;3;18
"270375 Jequiá da Praia";-;1;1;3;3;4;3;1;1;1;18
"270380 Joaquim Gomes";2;6;2;10;4;5;1;2;7;5;44
"270390 Jundiá";-;-;-;-;-;4;-;2;-;-;6
"270400 Junqueiro";7;10;13;4;7;10;6;4;6;3;70
"270410 Lagoa da Canoa";3;1;6;-;-;-;3;3;1;1;18
"270420 Limoeiro de Anadia";7;4;9;5;5;6;6;5;4;5;56
"270430 Maceió";244;266;247;212;234;204;199;164;156;169;2095
"270440 Major Isidoro";3;1;5;1;5;4;7;5;3;1;35
"270490 Mar Vermelho";-;-;1;-;-;-;-;1;1;1;4
"270450 Maragogi";3;7;4;6;7;3;3;4;6;6;49
"270460 Maravilha";5;2;2;3;2;3;1;6;1;-;25
"270470 Marechal Deodoro";7;12;8;8;11;4;5;7;4;7;73
"270480 Maribondo";3;-;-;3;2;5;2;3;-;5;23
"270500 Mata Grande";-;4;1;2;3;4;1;1;6;1;23
"270510 Matriz de Camaragibe";2;4;3;1;1;3;5;3;1;-;23
"270520 Messias";3;7;10;10;11;6;4;6;6;6;69
"270530 Minador do Negrão";-;1;-;-;2;6;-;-;-;-;9
"270540 Monteirópolis";3;-;1;3;1;2;1;-;-;-;11
"270550 Murici";5;4;4;7;4;2;4;6;4;2;42
"270560 Novo Lino";6;6;6;8;4;5;6;5;1;-;47
"270570 Olho d'Água das Flores";1;4;2;1;3;5;4;2;2;2;26
"270580 Olho d'Água do Casado";1;2;4;-;6;1;-;4;1;1;20
"270590 Olho d'Água Grande";-;-;-;-;-;-;-;-;1;-;1
"270600 Olivença";1;5;-;3;3;-;-;-;1;2;15
"270610 Ouro Branco";2;4;3;3;3;6;4;2;1;2;30
"270620 Palestina";-;-;-;-;3;3;2;3;2;-;13
"270630 Palmeira dos Índios";14;14;8;13;15;13;17;14;7;13;128
"270640 Pão de Açúcar";-;1;2;-;5;4;2;2;2;1;19
"270642 Pariconha";-;1;4;1;1;1;3;-;2;-;13
"270644 Paripueira";1;2;-;1;2;1;1;-;-;2;10
"270650 Passo de Camaragibe";1;1;1;1;4;1;5;2;-;2;18
"270660 Paulo Jacinto";-;1;-;1;-;-;1;-;-;2;5
"270670 Penedo";8;8;12;9;14;8;9;11;5;7;91
"270680 Piaçabuçu";6;3;4;2;1;4;4;4;4;7;39
"270690 Pilar";13;10;11;7;9;8;10;8;7;7;90
"270700 Pindoba";-;-;-;-;-;-;-;-;-;1;1
"270710 Piranhas";5;2;9;4;3;8;10;3;2;4;50
"270720 Poço das Trincheiras";2;1;4;3;-;2;2;2;1;2;19
"270730 Porto Calvo";6;5;2;2;1;7;4;2;2;4;35
"270740 Porto de Pedras";1;2;-;1;3;1;-;1;1;2;12
"270750 Porto Real do Colégio";1;10;11;5;10;1;3;3;1;4;49
"270760 Quebrangulo";1;-;-;4;-;1;-;-;2;2;10
"270770 Rio Largo";8;14;10;8;9;8;10;9;7;9;92
"270780 Roteiro";2;-;-;-;2;-;-;2;1;1;8
"270790 Santa Luzia do Norte";-;1;-;-;1;1;-;-;-;-;3
"270800 Santana do Ipanema";8;18;19;23;25;11;20;17;17;11;169
"270810 Santana do Mundaú";5;1;3;-;1;2;2;1;-;1;16
"270820 São Brás";-;1;-;-;2;1;2;2;1;1;10
"270830 São José da Laje";6;7;6;4;10;8;5;3;1;2;52
"270840 São José da Tapera";8;8;9;13;6;5;9;10;8;8;84
"270850 São Luís do Quitunde";7;-;1;6;4;-;2;2;3;2;27
"270860 São Miguel dos Campos";7;14;9;13;15;13;12;8;8;7;106
"270870 São Miguel dos Milagres";-;-;-;2;-;-;1;-;1;-;4
"270880 São Sebastião";24;11;12;16;8;13;3;17;6;2;112
"270890 Satuba";9;4;5;1;6;4;2;4;2;2;39
"270895 Senador Rui Palmeira";1;2;1;2;1;3;2;-;1;1;14
"270900 Tanque d'Arca";-;4;3;5;2;1;1;1;1;1;19
"270910 Taquarana";2;3;3;3;-;4;4;2;5;7;33
"270915 Teotônio Vilela";10;11;7;5;10;3;4;6;6;12;74
"270920 Traipu";2;1;2;-;8;-;2;3;-;1;19
"270930 União dos Palmares";11;21;8;7;7;17;9;19;10;9;118
"270940 Viçosa";6;7;2;7;2;5;4;2;2;5;42
"280010 Amparo de São Francisco";-;1;1;-;-;-;-;-;-;-;2
"280020 Aquidabã";1;1;6;2;3;2;8;3;7;2;35
"280030 Aracaju";279;290;251;295;231;236;188;182;159;168;2279
"280040 Arauá";4;1;5;-;1;1;-;4;2;2;20
"280050 Areia Branca";5;7;6;6;2;5;5;9;4;3;52
"280060 Barra dos Coqueiros";6;8;5;6;-;5;3;1;4;3;41
"280067 Boquim";6;4;5;5;7;5;8;4;3;2;49
"280070 Brejo Grande";-;-;-;-;-;4;4;-;2;1;11
"280100 Campo do Brito";4;2;7;5;2;9;1;4;3;2;39
"280110 Canhoba";1;1;2;-;1;1;1;2;1;3;13
"280120 Canindé de São Francisco";12;9;11;16;17;7;13;2;3;8;98
"280130 Capela";5;15;8;15;16;3;6;4;4;3;79
"280140 Carira";4;1;6;3;2;7;7;4;4;9;47
"280150 Carmópolis";3;3;4;7;1;3;2;4;-;2;29
"280160 Cedro de São João";2;4;2;-;1;4;3;-;-;1;17
"280170 Cristinápolis";7;8;3;2;2;4;6;5;4;2;43
"280190 Cumbe";2;-;-;-;2;-;4;-;-;-;8
"280200 Divina Pastora";1;-;-;3;-;-;-;1;2;-;7
"280210 Estância";36;17;30;13;9;11;12;9;9;13;159
"280220 Feira Nova";-;2;1;2;2;2;-;1;-;-;10
"280230 Frei Paulo";5;2;-;4;2;4;6;6;7;2;38
"280240 Gararu";2;1;4;-;3;3;3;-;4;-;20
"280250 General Maynard";-;-;-;1;1;-;-;-;-;-;2
"280260 Gracho Cardoso";1;1;-;3;1;-;1;2;-;1;10
"280270 Ilha das Flores";1;-;1;-;1;2;-;-;-;1;6
"280280 Indiaroba";3;-;8;2;4;2;-;2;2;1;24
"280290 Itabaiana";20;31;27;28;24;19;20;17;20;14;220
"280300 Itabaianinha";3;1;5;11;8;7;7;5;7;5;59
"280310 Itabi";-;3;2;-;1;-;2;2;1;1;12
"280320 Itaporanga d'Ajuda";16;13;7;8;6;11;8;8;7;2;86
"280330 Japaratuba";4;2;6;7;6;3;4;1;3;2;38
"280340 Japoatã";4;2;8;8;2;6;7;4;6;4;51
"280350 Lagarto";22;17;23;19;22;24;15;9;13;16;180
"280360 Laranjeiras";5;6;6;6;6;7;3;4;9;7;59
"280370 Macambira";2;1;1;2;-;1;-;-;-;2;9
"280380 Malhada dos Bois";-;-;-;1;1;1;-;1;2;-;6
"280390 Malhador";-;2;1;2;3;3;1;2;1;-;15
"280400 Maruim";8;2;7;8;2;4;7;2;3;3;46
"280410 Moita Bonita";1;3;2;3;3;6;5;4;5;1;33
"280420 Monte Alegre de Sergipe";4;3;1;3;5;2;3;1;1;5;28
"280430 Muribeca";4;4;1;5;3;3;1;-;5;-;26
"280440 Neópolis";4;7;9;6;8;9;1;5;4;8;61
"280445 Nossa Senhora Aparecida";4;2;2;3;-;3;6;2;1;2;25
"280450 Nossa Senhora da Glória";7;8;10;17;12;8;11;13;7;3;96
"280460 Nossa Senhora das Dores";6;4;7;8;5;5;4;3;2;4;48
"280470 Nossa Senhora de Lourdes";1;2;2;1;1;2;-;-;2;1;12
"280480 Nossa Senhora do Socorro";20;10;25;15;18;15;9;7;5;13;137
"280490 Pacatuba";2;3;1;3;-;2;1;-;1;-;13
"280500 Pedra Mole";1;-;-;1;-;-;1;-;1;1;5
"280510 Pedrinhas";3;-;-;-;2;1;2;1;1;2;12
"280520 Pinhão";-;2;-;-;-;3;-;-;-;1;6
"280530 Pirambu";2;-;-;-;-;4;1;1;2;-;10
"280540 Poço Redondo";7;8;14;13;10;15;8;7;8;4;94
"280550 Poço Verde";5;3;7;6;1;2;7;6;8;7;52
"280560 Porto da Folha";4;6;6;6;4;7;2;4;4;4;47
"280570 Propriá";6;5;7;9;9;4;5;14;9;12;80
"280580 Riachão do Dantas";1;1;2;5;-;4;3;2;4;3;25
"280590 Riachuelo";1;1;3;3;1;1;1;-;-;1;12
"280600 Ribeirópolis";8;4;6;4;4;7;2;3;-;4;42
"280610 Rosário do Catete";5;8;12;3;5;3;6;3;-;1;46
"280620 Salgado";4;2;5;2;-;2;6;-;1;3;25
"280630 Santa Luzia do Itanhy";6;7;10;11;5;1;3;-;3;2;48
"280650 Santa Rosa de Lima";2;1;1;1;1;-;-;-;-;1;7
"280640 Santana do São Francisco";1;-;2;-;2;-;2;1;1;-;9
"280660 Santo Amaro das Brotas";3;3;5;5;3;1;1;3;3;-;27
"280670 São Cristóvão";17;9;12;10;7;7;6;7;2;7;84
"280680 São Domingos";1;1;1;2;3;1;1;2;3;-;15
"280690 São Francisco";3;2;1;-;1;4;-;-;1;2;14
"280700 São Miguel do Aleixo";-;-;-;1;1;1;-;2;-;1;6
"280710 Simão Dias";7;11;12;14;11;5;7;2;5;8;82
"280720 Siriri";-;4;3;2;1;2;-;2;1;-;15
"280730 Telha";1;-;1;-;1;-;-;3;-;1;7
"280740 Tobias Barreto";8;1;11;8;10;4;4;10;3;6;65
"280750 Tomar do Geru";1;1;3;1;2;4;1;3;1;2;19
"280760 Umbaúba";7;6;9;8;5;4;4;6;9;6;64
"290010 Abaíra";1;1;-;-;-;4;-;1;3;-;10
"290020 Abaré";16;1;5;6;5;7;2;5;5;8;60
"290030 Acajutiba";2;6;5;4;1;2;1;3;1;1;26
"290035 Adustina";1;8;1;2;1;4;3;2;5;3;30
"290040 Água Fria";1;-;1;1;1;-;1;1;-;1;7
"290060 Aiquara";1;-;1;1;-;-;-;-;-;1;4
"290070 Alagoinhas";43;48;55;59;76;50;62;53;62;55;563
"290080 Alcobaça";8;10;8;7;4;9;9;4;7;7;73
"290090 Almadina";1;2;-;2;1;1;-;-;3;1;11
"290100 Amargosa";6;4;4;4;5;2;2;6;2;4;39
"290110 Amélia Rodrigues";7;12;4;4;6;2;10;-;1;2;48
"290115 América Dourada";4;3;8;2;1;6;4;4;7;10;49
"290120 Anagé";4;4;5;5;7;2;6;5;6;4;48
"290130 Andaraí";3;5;2;8;6;9;6;4;5;1;49
"290135 Andorinha";2;2;1;1;1;1;2;1;2;1;14
"290140 Angical";-;-;-;-;-;-;-;4;1;3;8
"290150 Anguera";1;1;2;-;-;-;1;-;2;1;8
"290160 Antas";-;6;5;2;4;4;5;5;4;1;36
"290170 Antônio Cardoso";5;7;2;2;1;-;-;-;6;-;23
"290180 Antônio Gonçalves";-;-;3;-;2;3;2;1;2;3;16
"290190 Aporá";3;2;2;4;2;1;5;4;1;6;30
"290195 Apuarema";-;-;-;-;1;-;-;-;-;-;1
"290205 Araças";-;3;5;-;2;1;6;8;-;1;26
"290200 Aracatu";3;-;2;5;1;4;2;2;2;3;24
"290210 Araci";3;3;7;5;8;2;3;1;9;7;48
"290220 Aramari";-;3;1;-;-;1;1;1;-;1;8
"290225 Arataca";10;4;7;4;3;10;4;3;3;1;49
"290230 Aratuípe";1;-;-;-;-;1;1;-;2;2;7
"290240 Aurelino Leal";1;2;2;4;6;-;3;6;1;1;26
"290250 Baianópolis";-;-;-;-;-;-;2;2;-;2;6
"290260 Baixa Grande";1;2;4;-;2;-;2;6;3;6;26
"290265 Banzaê";1;-;1;1;-;-;1;1;2;1;8
"290270 Barra";9;8;8;16;12;5;3;10;10;12;93
"290280 Barra da Estiva";2;2;6;5;6;6;8;6;2;7;50
"290290 Barra do Choça";6;3;7;3;4;2;5;2;2;7;41
"290300 Barra do Mendes";-;1;2;6;-;1;2;5;4;5;26
"290310 Barra do Rocha";1;-;-;-;4;2;1;1;-;-;9
"290320 Barreiras";4;3;1;2;10;-;92;79;53;98;342
"290323 Barro Alto";2;7;-;4;1;2;-;3;-;2;21
"290330 Barro Preto";-;-;-;1;2;1;2;2;1;-;9
"290327 Barrocas";2;2;1;4;1;-;-;1;3;3;17
"290340 Belmonte";2;6;1;1;4;1;-;1;1;1;18
"290350 Belo Campo";11;8;2;8;7;2;3;6;2;-;49
"290360 Biritinga";-;1;-;-;-;2;-;1;-;2;6
"290370 Boa Nova";2;2;5;2;1;6;6;3;2;2;31
"290380 Boa Vista do Tupim";-;2;-;1;1;3;2;2;4;2;17
"290390 Bom Jesus da Lapa";6;15;14;6;4;3;15;15;11;14;103
"290395 Bom Jesus da Serra";2;1;4;1;-;2;1;1;-;2;14
"290400 Boninal";1;3;1;3;4;1;1;2;1;1;18
"290405 Bonito";-;6;2;3;3;3;4;4;3;1;29
"290410 Boquira";2;5;-;4;3;3;2;3;1;-;23
"290420 Botuporã";3;2;-;1;1;2;1;1;1;-;12
"290430 Brejões";4;25;6;4;10;4;3;1;3;1;61
"290440 Brejolândia";-;1;-;-;-;-;4;1;1;1;8
"290450 Brotas de Macaúbas";1;3;5;6;6;3;5;5;2;2;38
"290460 Brumado";16;13;11;7;8;13;17;16;16;31;148
"290470 Buerarema";4;-;3;4;2;2;-;3;1;-;19
"290475 Buritirama";-;4;1;3;3;3;1;2;2;4;23
"290480 Caatiba";-;1;-;3;-;-;2;1;-;1;8
"290485 Cabaceiras do Paraguaçu";2;1;1;-;5;-;-;2;2;3;16
"290490 Cachoeira";3;2;6;4;5;5;2;-;-;2;29
"290500 Caculé";2;6;-;4;-;2;-;3;1;-;18
"290510 Caém";-;1;1;2;-;1;3;2;-;4;14
"290515 Caetanos";1;1;-;3;2;2;-;-;-;-;9
"290520 Caetité";16;14;16;19;10;16;14;9;12;16;142
"290530 Cafarnaum";2;1;5;1;3;1;2;2;3;5;25
"290540 Cairu";-;-;-;-;1;2;-;-;1;-;4
"290550 Caldeirão Grande";-;2;2;2;1;-;4;5;3;6;25
"290560 Camacan";15;6;8;11;6;3;1;5;2;4;61
"290570 Camaçari";48;53;63;50;44;43;28;49;30;39;447
"290580 Camamu";7;5;6;8;4;3;7;5;9;3;57
"290590 Campo Alegre de Lourdes";3;4;3;2;3;3;3;6;1;6;34
"290600 Campo Formoso";8;5;14;10;11;13;6;12;5;8;92
"290610 Canápolis";-;-;2;1;1;1;-;-;1;-;6
"290620 Canarana";8;5;4;1;5;2;-;5;4;2;36
"290630 Canavieiras";1;4;4;8;3;3;3;1;5;3;35
"290640 Candeal";1;-;-;1;2;2;-;1;-;6;13
"290650 Candeias";17;16;20;8;20;11;16;12;5;5;130
"290660 Candiba";5;1;6;6;4;2;2;5;4;3;38
"290670 Cândido Sales";20;5;5;11;9;1;5;5;6;3;70
"290680 Cansanção";2;4;6;8;4;5;10;7;8;5;59
"290682 Canudos";7;4;8;6;1;5;4;6;4;3;48
"290685 Capela do Alto Alegre";2;1;2;-;1;-;-;2;1;2;11
"290687 Capim Grosso";-;10;11;5;3;6;9;5;7;7;63
"290689 Caraíbas";4;6;1;3;4;2;4;1;4;5;34
"290690 Caravelas";1;7;4;19;8;6;6;7;2;7;67
"290700 Cardeal da Silva";2;1;-;2;3;1;-;2;1;-;12
"290710 Carinhanha";-;2;10;8;11;2;6;1;9;1;50
"290720 Casa Nova";6;12;28;10;17;12;16;6;17;19;143
"290730 Castro Alves";2;4;3;2;5;2;2;2;4;5;31
"290740 Catolândia";-;-;-;-;-;-;-;1;-;-;1
"290750 Catu";7;6;11;5;7;5;7;6;8;8;70
"290755 Caturama";3;-;4;2;2;-;2;1;1;-;15
"290760 Central";4;1;5;4;2;1;5;3;-;2;27
"290770 Chorrochó";9;3;6;6;3;3;4;4;3;4;45
"290780 Cícero Dantas";8;6;5;8;4;8;11;6;4;2;62
"290790 Cipó";2;1;3;2;2;3;-;-;4;3;20
"290800 Coaraci";3;2;1;3;1;2;-;1;2;1;16
"290810 Cocos";1;2;2;-;-;1;1;-;3;3;13
"290820 Conceição da Feira";-;1;5;5;2;3;4;2;2;1;25
"290830 Conceição do Almeida";3;5;16;5;8;7;5;2;2;4;57
"290840 Conceição do Coité";6;4;6;4;2;6;1;2;9;8;48
"290850 Conceição do Jacuípe";10;2;8;11;10;6;7;1;1;6;62
"290860 Conde";4;10;7;11;10;5;3;5;3;-;58
"290870 Condeúba";-;1;4;4;2;3;1;4;1;2;22
"290880 Contendas do Sincorá";-;1;2;-;-;1;-;1;-;-;5
"290890 Coração de Maria";2;1;-;7;2;6;5;5;1;-;29
"290900 Cordeiros";-;-;2;4;4;-;-;1;-;2;13
"290910 Coribe";3;2;5;5;4;2;1;4;1;1;28
"290920 Coronel João Sá";4;1;-;-;6;2;3;1;-;1;18
"290930 Correntina";3;14;17;23;8;12;24;13;8;20;142
"290940 Cotegipe";-;-;-;-;-;-;2;-;2;3;7
"290950 Cravolândia";-;-;-;-;3;-;-;1;-;-;4
"290960 Crisópolis";1;5;8;5;3;2;6;5;7;2;44
"290970 Cristópolis";1;-;-;-;1;-;9;5;5;7;28
"290980 Cruz das Almas";7;8;10;8;10;8;9;3;5;8;76
"290990 Curaçá";5;1;5;9;16;3;6;4;6;5;60
"291000 Dário Meira";-;1;1;-;1;2;-;2;1;1;9
"291005 Dias d'Ávila";2;4;4;5;8;7;1;-;2;3;36
"291010 Dom Basílio";2;2;3;4;6;6;4;1;1;5;34
"291020 Dom Macedo Costa";-;-;-;1;-;-;-;-;-;-;1
"291030 Elísio Medrado";1;1;3;2;1;1;3;1;1;1;15
"291040 Encruzilhada";7;7;12;6;5;4;7;5;6;3;62
"291050 Entre Rios";12;6;11;13;17;11;20;22;11;5;128
"290050 Érico Cardoso";-;1;-;2;1;1;-;-;-;-;5
"291060 Esplanada";11;17;10;14;14;8;8;13;9;14;118
"291070 Euclides da Cunha";9;10;16;13;12;15;14;17;22;17;145
"291072 Eunápolis";18;21;19;19;13;19;15;20;28;13;185
"291075 Fátima";-;5;4;5;4;-;5;3;7;2;35
"291077 Feira da Mata";-;-;-;-;1;-;-;-;-;-;1
"291080 Feira de Santana";131;125;134;120;103;54;32;58;65;109;931
"291085 Filadélfia";3;2;3;3;10;8;6;4;2;-;41
"291090 Firmino Alves";-;-;1;1;1;-;4;1;-;1;9
"291100 Floresta Azul";8;2;1;6;1;-;2;1;1;-;22
"291110 Formosa do Rio Preto";-;1;-;-;1;-;3;10;2;7;24
"291120 Gandu";1;2;5;4;8;8;5;6;5;6;50
"291125 Gavião";-;2;3;1;1;6;3;5;-;1;22
"291130 Gentio do Ouro";1;-;-;4;4;1;2;1;2;2;17
"291140 Glória";1;-;1;1;4;2;3;2;1;3;18
"291150 Gongogi";-;-;2;-;-;-;1;-;-;-;3
"291160 Governador Mangabeira";1;4;7;12;14;7;3;7;3;7;65
"291165 Guajeru";1;-;-;1;1;1;-;2;-;-;6
"291170 Guanambi";37;41;29;53;43;60;56;41;47;45;452
"291180 Guaratinga";3;3;5;1;1;4;4;1;1;2;25
"291185 Heliópolis";1;3;-;3;2;1;2;-;-;-;12
"291190 Iaçu";1;5;1;5;8;2;3;3;9;3;40
"291200 Ibiassucê";2;7;6;2;4;2;1;1;-;3;28
"291210 Ibicaraí";1;4;6;3;-;3;6;2;5;3;33
"291220 Ibicoara";3;2;5;2;4;6;3;1;1;1;28
"291230 Ibicuí";-;1;-;1;3;2;1;2;-;2;12
"291240 Ibipeba";-;4;2;4;3;1;5;4;-;3;26
"291250 Ibipitanga";2;3;1;1;1;1;1;2;-;-;12
"291260 Ibiquera";1;1;-;-;-;-;-;-;1;1;4
"291270 Ibirapitanga";20;13;3;10;8;5;10;7;16;13;105
"291280 Ibirapuã";2;1;1;5;4;6;1;1;1;2;24
"291290 Ibirataia";1;1;2;3;3;4;-;-;-;-;14
"291300 Ibitiara";4;5;2;3;5;4;2;1;7;1;34
"291310 Ibititá";1;3;2;3;4;6;1;-;3;1;24
"291320 Ibotirama";3;2;-;-;-;-;4;8;4;4;25
"291330 Ichu";-;-;-;-;1;-;-;1;-;-;2
"291340 Igaporã";4;6;2;1;1;3;1;5;5;3;31
"291345 Igrapiúna";2;2;1;-;1;-;4;1;2;2;15
"291350 Iguaí";2;1;3;2;-;2;-;3;1;1;15
"291360 Ilhéus";38;28;43;37;34;34;37;31;32;48;362
"291370 Inhambupe";5;9;10;8;18;11;6;5;4;5;81
"291380 Ipecaetá";2;-;-;1;1;-;-;1;-;-;5
"291390 Ipiaú";10;7;3;6;8;7;5;9;2;4;61
"291400 Ipirá";9;8;20;6;6;5;4;11;11;19;99
